InvoiceID,ItemID,RetailPrice,Quantity
250,31749,160,4
250,31751,250,4
250,31778,220,2
250,31643,50,12
250,31652,40,12
250,31720,65,3
250,31721,65,3
250,31724,65,3
250,31726,65,3
250,31775,250,4
250,31788,100,6
250,31800,60,12
251,31671,25,24
251,31753,65,6
251,31655,25,12
251,31674,20,12
251,31694,25,12
252,31736,20,12
252,31655,25,12
252,31679,20,6
252,31728,30,12
253,31669,10,12
253,31670,20,12
253,31704,20,6
253,31736,20,12
253,31645,50,6
253,31646,20,6
253,31651,20,6
253,31655,25,6
253,31657,20,6
253,31679,20,6
253,31705,20,6
253,31728,30,6
254,31670,20,6
255,31704,20,6
255,31641,20,6
255,31642,20,48
255,31646,20,48
255,31651,20,12
255,31653,25,12
255,31655,25,12
255,31657,20,12
255,31674,20,6
255,31700,30,6
255,31812,20,12
256,31662,20,6
256,31671,25,12
256,31703,20,6
256,31704,20,12
256,31736,20,12
256,31640,20,6
256,31642,20,12
256,31645,50,6
256,31646,20,12
256,31649,35,6
256,31650,20,6
256,31651,20,12
256,31653,25,12
256,31655,25,12
256,31659,20,12
256,31666,20,6
256,31667,20,6
256,31674,20,6
256,31676,20,6
256,31677,20,12
256,31679,20,6
256,31684,20,12
256,31686,20,6
256,31687,20,6
256,31688,20,6
256,31689,20,6
256,31690,20,12
256,31693,20,12
256,31694,25,6
256,31784,25,12
257,31670,20,12
257,31703,20,12
257,31704,20,12
257,31736,20,24
257,31737,110,12
257,31738,50,24
257,31786,20,24
257,31674,20,6
257,31677,20,24
257,31700,30,12
258,31646,20,24
258,31699,20,24
259,31813,40,6
260,31734,130,3
261,31813,40,6
261,31636,50,6
261,31640,20,12
261,31642,20,12
261,31646,20,12
261,31653,25,12
261,31655,25,24
261,31657,20,6
261,31684,20,12
261,31693,20,12
261,31697,20,6
262,31736,20,12
262,31786,20,12
262,31642,20,12
262,31784,25,6
263,31736,20,12
263,31738,50,12
263,31786,20,12
263,31660,30,6
263,31705,20,12
264,31703,20,6
264,31660,30,6
264,31684,20,12
264,31688,20,12
264,31691,20,6
264,31697,20,6
264,31699,20,6
265,31737,110,12
265,31813,40,6
265,31708,60,6
265,31740,150,12
265,31762,80,3
265,31776,125,6
266,31646,20,12
266,31647,60,6
266,31649,35,6
267,31751,260,3
267,31739,300,3
268,31645,50,50
268,31652,40,50
268,31658,70,50
269,31640,20,6
269,31642,20,12
269,31645,50,12
269,31700,30,20
269,31706,40,12
270,31704,20,12
270,31736,20,12
270,31786,20,6
270,31641,20,6
270,31642,20,6
270,31653,25,12
270,31661,20,6
270,31663,20,6
270,31668,20,6
270,31684,20,6
270,31694,25,12
270,31697,20,6
270,31699,20,6
270,31728,30,6
270,31784,25,6
270,31814,25,6
271,31657,20,36
271,31693,20,36
272,31669,10,24
272,31703,20,12
272,31704,20,12
272,31736,20,12
272,31738,50,12
272,31786,20,12
272,31646,20,12
272,31651,20,12
272,31653,25,12
272,31657,20,12
272,31660,30,12
272,31677,20,12
272,31684,20,24
272,31690,20,12
272,31694,25,12
272,31700,30,24
272,31728,30,12
273,31651,20,48
274,31672,40,24
274,31713,80,12
274,31715,80,6
274,31735,260,6
274,31745,140,24
274,31747,80,12
274,31748,80,12
274,31749,160,6
274,31751,260,6
274,31778,220,18
274,31732,400,3
274,31739,300,6
274,31758,80,6
275,31703,20,12
275,31704,20,12
275,31736,20,24
275,31737,110,24
275,31738,50,24
275,31778,220,12
275,31786,20,12
275,31636,50,24
275,31656,50,12
275,31684,20,6
275,31691,20,12
275,31694,25,24
275,31695,50,12
275,31699,20,12
275,31784,25,24
275,31802,70,6
276,31670,20,12
276,31703,20,6
276,31704,20,6
276,31736,20,12
276,31738,50,12
276,31642,20,6
276,31646,20,12
276,31651,20,6
276,31655,25,12
276,31657,20,6
276,31659,20,6
276,31677,20,6
276,31684,20,12
276,31699,20,6
276,31728,30,12
276,31784,25,12
277,31672,40,6
277,31703,20,6
277,31735,260,3
277,31736,20,24
277,31737,110,12
277,31738,50,24
277,31745,140,6
277,31751,260,3
277,31778,220,6
277,31642,20,12
277,31646,20,12
277,31651,20,12
277,31653,25,12
277,31655,25,6
277,31666,20,6
277,31684,20,12
277,31700,30,6
277,31724,65,3
277,31732,400,2
277,31739,300,6
277,31775,250,6
278,31717,120,12
278,31815,60,13
279,31669,10,12
279,31670,20,56
279,31736,20,50
279,31738,50,12
279,31636,50,6
279,31642,20,50
279,31643,50,6
279,31645,50,6
279,31653,25,12
279,31655,25,6
279,31728,30,12
279,31784,25,6
280,31669,10,24
280,31703,20,6
280,31736,20,6
280,31642,20,6
280,31683,20,12
280,31684,20,6
280,31728,30,6
281,31736,20,6
281,31651,20,6
281,31655,25,12
281,31684,20,6
281,31728,30,6
282,31669,10,36
282,31671,25,36
282,31703,20,6
282,31704,20,6
282,31736,20,24
282,31636,50,6
282,31639,20,6
282,31650,20,6
282,31653,25,24
282,31677,20,6
282,31690,20,6
282,31691,20,6
282,31705,20,6
282,31728,30,24
282,31784,25,24
283,31671,25,12
283,31703,20,6
283,31736,20,12
283,31786,20,12
283,31640,20,6
283,31641,20,12
283,31642,20,12
283,31646,20,12
283,31651,20,12
283,31655,25,12
283,31666,20,6
283,31674,20,6
283,31677,20,6
283,31689,20,6
283,31690,20,12
283,31701,20,6
283,31728,30,12
283,31784,25,12
283,31801,20,6
283,31804,50,12
284,31679,20,6
284,31692,25,6
284,31784,25,36
285,31737,110,24
285,31738,50,24
286,31786,20,12
286,31641,20,6
286,31651,20,6
286,31784,25,24
287,31703,20,12
287,31704,20,6
287,31734,130,6
287,31738,50,24
287,31743,150,3
287,31642,20,6
287,31644,20,6
287,31645,50,6
287,31649,35,6
287,31650,20,6
287,31657,20,6
287,31666,20,6
287,31677,20,12
287,31679,20,6
287,31686,20,6
287,31687,20,6
287,31690,20,6
287,31693,20,6
287,31700,30,6
287,31705,20,12
287,31740,150,3
287,31776,125,6
287,31777,65,6
287,31784,25,12
288,31703,20,12
288,31736,20,24
288,31737,110,12
288,31738,50,12
288,31786,20,12
288,31639,20,6
288,31640,20,6
288,31642,20,12
288,31647,60,6
288,31651,20,18
288,31666,20,6
288,31684,20,24
288,31686,20,6
288,31693,20,12
288,31694,25,24
288,31728,30,12
289,31685,40,6
289,31696,80,10
289,31740,150,6
289,31746,70,3
289,31775,250,3
289,31784,25,6
289,31816,80,10
290,31736,20,-21
290,31738,50,-1
291,31727,20,6
291,31789,20,6
291,31791,30,6
292,31669,10,12
292,31672,40,6
293,31670,20,24
293,31672,40,12
294,31708,60,6
294,31724,65,3
294,31817,80,4
295,31706,40,6
295,31708,60,6
296,31670,20,6
296,31679,20,6
296,31693,20,12
297,31671,25,12
297,31728,30,6
297,31729,60,6
297,31740,150,1
297,31741,75,3
297,31744,75,3
298,31689,20,12
298,31720,65,4
298,31721,65,2
298,31723,20,6
298,31727,20,6
299,31669,10,24
299,31700,30,12
300,31738,50,6
300,31653,25,6
300,31693,20,6
300,31702,20,6
300,31718,25,24
300,31728,30,6
300,31784,25,6
300,31812,20,6
301,31734,130,3
301,31737,110,6
301,31750,80,3
301,31752,125,3
301,31813,40,3
301,31708,60,3
301,31709,120,3
301,31731,200,3
302,31734,130,4
302,31735,260,4
302,31736,20,6
302,31737,110,4
302,31738,50,6
302,31745,140,3
302,31647,60,6
302,31718,25,24
303,31670,20,12
303,31733,65,6
303,31734,130,3
303,31736,20,12
303,31738,50,6
303,31786,20,12
303,31719,25,24
303,31728,30,6
303,31729,60,6
303,31741,75,6
304,31735,260,1
304,31737,110,6
304,31738,50,6
304,31753,65,6
304,31813,40,3
304,31721,65,6
304,31728,30,6
305,31734,130,3
305,31737,110,3
305,31743,150,3
305,31750,80,3
305,31752,125,3
305,31786,20,12
305,31640,20,12
305,31642,20,12
305,31653,25,12
305,31655,25,12
305,31683,20,18
305,31684,20,12
305,31694,25,12
305,31700,30,6
305,31728,30,6
305,31740,150,3
306,31662,20,6
306,31704,20,6
307,31671,25,12
307,31672,40,12
307,31704,20,6
307,31736,20,12
307,31738,50,6
307,31786,20,6
307,31639,20,6
307,31641,20,6
307,31642,20,6
307,31646,20,6
307,31651,20,6
307,31653,25,6
307,31655,25,6
307,31657,20,6
307,31661,20,6
307,31679,20,6
307,31684,20,12
307,31690,20,6
307,31691,20,6
307,31693,20,6
307,31694,25,6
307,31697,20,6
307,31700,30,3
307,31705,20,6
307,31708,60,6
307,31722,60,2
307,31728,30,12
307,31729,60,3
308,31669,10,24
308,31736,20,12
308,31667,20,6
308,31677,20,6
308,31679,20,6
308,31728,30,12
309,31669,10,12
309,31671,25,6
309,31642,20,6
309,31646,20,6
309,31657,20,6
309,31684,20,6
309,31688,20,6
309,31693,20,6
309,31789,20,6
310,31670,20,9
310,31672,40,6
311,31736,20,6
311,31786,20,6
311,31640,20,12
311,31642,20,12
311,31646,20,12
311,31653,25,12
311,31659,20,12
311,31679,20,12
311,31728,30,6
312,31700,30,12
313,31737,110,6
313,31738,50,12
313,31747,80,3
313,31805,80,6
313,31729,60,12
313,31740,150,6
314,31639,20,6
314,31640,20,6
314,31653,25,12
314,31659,20,12
314,31666,20,6
314,31686,20,6
314,31688,20,6
315,31738,50,6
315,31655,25,6
315,31681,30,6
315,31693,20,6
315,31722,60,1
316,31738,50,12
316,31722,60,12
316,31789,20,12
317,31671,25,24
317,31703,20,6
317,31737,110,6
317,31786,20,6
317,31640,20,6
317,31641,20,6
317,31642,20,6
317,31645,50,6
317,31646,20,12
317,31650,20,6
317,31651,20,6
317,31653,25,6
317,31655,25,6
317,31657,20,6
317,31659,20,6
317,31666,20,6
317,31674,20,6
317,31677,20,6
317,31679,20,6
317,31684,20,12
317,31687,20,6
317,31690,20,6
317,31691,20,6
317,31692,25,6
317,31693,20,12
317,31699,20,6
317,31731,200,6
317,31740,150,6
317,31784,25,12
318,31671,25,6
318,31704,20,6
318,31736,20,6
318,31786,20,12
318,31645,50,6
318,31646,20,12
318,31651,20,6
318,31674,20,6
318,31679,20,6
318,31684,25,12
318,31686,20,6
318,31687,20,6
318,31690,20,12
318,31693,20,6
318,31784,25,12
319,31645,50,6
319,31653,25,6
320,31669,10,12
320,31672,40,6
320,31737,110,2
320,31752,125,2
320,31731,200,2
320,31740,150,2
320,31746,70,2
321,31703,20,12
321,31778,220,3
321,31700,30,6
321,31732,400,1
321,31742,300,1
321,31818,50,5
322,31669,10,12
322,31671,25,12
322,31736,20,12
322,31646,20,12
322,31651,20,6
322,31653,25,6
322,31693,20,6
322,31728,30,12
323,31671,25,36
323,31738,50,6
323,31820,40,6
323,31728,30,6
323,31729,60,6
323,31744,75,6
323,31759,20,24
323,31761,20,24
323,31766,15,24
323,31767,60,6
323,31819,20,24
324,31747,80,1
324,31748,80,1
324,31784,25,6
325,31736,20,12
325,31651,20,6
325,31728,30,6
326,31703,20,6
326,31704,20,6
326,31736,20,12
326,31786,20,6
326,31651,20,6
