InvoiceID,ItemID,RetailPrice,Quantity
1075,31721,65,6
1075,31724,65,6
1075,31725,65,6
1075,31726,65,6
1076,31749,160,-3
1076,31778,220,-3
1076,31928,80,-5
1076,31732,400,-1
1076,31739,300,-4
1076,31741,75,-6
1076,31775,250,-1
1076,31776,125,-2
1077,31671,25,-12
1077,31738,50,-12
1077,31684,25,-12
1077,31688,20,-12
1077,31700,35,-12
1077,31705,20,-12
1077,31729,60,-12
1077,31918,20,-12
1078,31743,150,-6
1078,31673,50,-12
1078,31706,30,-5
1078,31730,100,-3
1078,31740,150,-5
1078,31746,70,-2
1079,31736,20,12
1079,31738,50,12
1079,31642,20,24
1079,31651,20,6
1079,31657,20,12
1079,31693,20,12
1079,31724,65,6
1079,31732,400,3
1079,31784,25,12
1080,31669,10,6
1080,31671,25,6
1080,31736,20,6
1080,31738,50,6
1080,31750,80,6
1080,31642,20,6
1080,31646,20,12
1080,31651,20,6
1080,31655,25,6
1080,31659,20,6
1080,31684,25,6
1080,31690,20,6
1080,31718,25,6
1080,31776,125,3
1080,31802,85,6
1080,31814,25,6
1081,31669,10,24
1081,31659,20,6
1081,31677,20,6
1081,31684,25,6
1082,31718,25,8
1082,31720,65,2
1082,31721,65,2
1082,31726,65,4
1082,31791,30,12
1082,31810,60,4
1083,31733,65,6
1083,31926,35,6
1083,31929,35,6
1083,31930,35,6
1083,31641,20,6
1083,31642,20,12
1083,31646,20,12
1083,31651,20,6
1083,31655,25,6
1083,31686,20,6
1083,31693,20,6
1083,31694,25,6
1083,31699,20,6
1083,31718,25,25
1083,31719,25,25
1083,31723,20,6
1083,31859,35,6
1083,31917,35,6
1083,31927,25,6
1084,31703,20,12
1084,31704,20,6
1084,31736,20,6
1084,31737,110,1
1084,31738,50,6
1084,31750,80,6
1084,31752,130,6
1084,31786,20,6
1084,31813,40,3
1084,31657,20,6
1084,31684,25,12
1084,31692,25,6
1084,31700,35,3
1084,31705,20,6
1084,31728,30,6
1084,31729,60,6
1084,31740,150,6
1084,31746,70,3
1084,31776,125,3
1084,31802,85,6
1085,31669,10,12
1085,31671,25,12
1086,31671,25,6
1086,31703,20,6
1086,31716,50,6
1086,31736,20,12
1086,31737,110,6
1086,31738,50,6
1086,31786,20,6
1086,31674,20,6
1086,31677,20,6
1086,31679,20,6
1086,31694,25,6
1086,31695,60,3
1086,31697,20,6
1086,31698,40,6
1086,31723,20,6
1086,31728,30,6
1086,31729,60,6
1086,31911,35,6
1086,31931,50,10
1087,31669,10,36
1087,31671,25,24
1087,31887,50,1
1087,31700,35,6
1087,31722,60,2
1087,31759,20,12
1087,31766,15,12
1087,31819,20,12
1088,31669,10,24
1088,31736,20,12
1088,31639,20,6
1088,31642,20,6
1088,31644,20,6
1088,31653,25,6
1088,31657,20,6
1088,31686,20,6
1088,31691,20,6
1088,31700,35,3
1088,31728,30,6
1089,31700,35,36
1089,31788,100,24
1089,31791,30,24
1090,31749,160,2
1090,31778,220,2
1090,31739,300,3
1090,31741,75,3
1090,31744,75,3
1091,31671,25,12
1091,31640,20,6
1091,31653,25,12
1091,31657,20,12
1091,31663,20,12
1091,31679,20,36
1091,31684,25,12
1091,31686,20,24
1091,31690,20,12
1091,31693,20,12
1091,31728,30,24
1091,31729,60,12
1092,31700,35,50
1093,31700,35,25
1094,31737,110,6
1094,31738,50,6
1094,31778,220,6
1094,31932,750,1
1095,31671,25,36
1095,31704,20,12
1095,31733,65,12
1095,31735,260,6
1095,31751,260,6
1095,31752,130,6
1095,31786,20,12
1095,31872,60,6
1095,31655,25,12
1095,31665,20,12
1095,31667,20,12
1095,31677,20,24
1095,31693,20,24
1095,31700,35,12
1095,31777,65,12
1095,31788,100,12
1095,31806,60,12
1096,31736,20,6
1096,31641,20,12
1096,31642,20,12
1096,31651,20,12
1096,31653,25,12
1096,31655,25,12
1096,31657,20,12
1096,31667,20,6
1096,31677,20,12
1096,31690,20,6
1096,31693,20,6
1096,31699,20,12
1096,31784,25,12
1097,31669,10,12
1097,31736,20,6
1097,31655,25,6
1097,31684,25,12
1097,31693,20,12
1098,31671,25,24
1098,31737,110,6
1098,31752,130,6
1098,31753,65,6
1098,31647,60,6
1098,31677,20,12
1098,31689,20,6
1098,31693,20,6
1098,31694,25,6
1098,31708,60,12
1098,31720,65,3
1098,31721,65,3
1098,31725,65,3
1098,31726,65,3
1098,31776,125,3
1098,31784,25,12
1099,31786,20,12
1099,31927,25,6
1100,31830,330,2
1100,31933,350,1
1101,31716,50,6
1101,31700,35,6
1101,31789,20,6
1102,31720,65,3
1102,31721,65,3
1102,31724,65,9
1102,31726,65,6
1102,31859,35,12
1103,31671,25,12
1103,31704,20,6
1103,31736,20,12
1103,31737,110,6
1103,31738,50,6
1103,31778,220,3
1103,31786,20,6
1103,31928,80,1
1103,31639,20,6
1103,31649,35,6
1103,31650,20,6
1103,31655,25,6
1103,31657,20,6
1103,31665,20,6
1103,31673,50,6
1103,31677,20,6
1103,31691,20,6
1103,31693,20,6
1103,31694,25,12
1103,31697,20,12
1103,31699,20,6
1103,31700,35,6
1103,31718,25,6
1103,31719,25,6
1103,31728,30,12
1103,31784,25,6
1104,31642,20,6
1104,31646,20,6
1104,31651,20,6
1104,31653,25,6
1104,31655,25,6
1104,31657,20,6
1105,31644,20,6
1105,31657,20,12
1105,31684,25,6
1106,31737,110,3
1106,31743,150,3
1106,31750,80,3
1106,31751,260,3
1106,31752,130,3
1106,31778,220,2
1106,31706,30,6
1106,31740,150,3
1106,31742,300,2
1106,31767,60,6
1107,31887,50,4
1107,31723,20,12
1107,31761,20,6
1108,31669,10,36
1108,31759,20,36
1109,31733,65,3
1109,31747,50,3
1109,31753,65,3
1109,31820,40,3
1109,31829,20,3
1110,31735,260,3
1110,31737,110,6
1110,31749,160,3
1110,31751,260,2
1110,31778,220,6
1110,31718,25,6
1110,31719,25,6
1110,31732,400,2
1110,31739,300,2
1110,31742,300,1
1110,31758,80,2
1110,31775,250,2
1111,31899,300,2
1111,31731,200,6
1111,31740,150,6
1112,31743,150,3
1112,31831,40,12
1113,31723,20,48
1113,31724,65,12
1113,31917,35,12
1114,31743,150,6
1114,31776,125,12
1115,31875,80,3
1115,31646,20,6
1115,31651,20,6
1115,31661,20,3
1115,31719,25,6
1116,31671,25,24
1116,31733,65,12
1116,31734,130,3
1116,31735,260,1
1116,31737,110,12
1116,31738,50,24
1116,31747,50,6
1116,31749,160,4
1116,31750,80,6
1116,31751,260,4
1116,31752,130,6
1116,31778,220,6
1116,31813,40,12
1116,31824,80,3
1116,31833,50,6
1116,31875,80,4
1116,31673,50,12
1116,31720,65,6
1116,31721,65,6
1116,31724,65,6
1116,31725,65,6
1116,31726,65,6
1116,31728,30,12
1116,31730,100,6
1116,31732,400,2
1116,31739,300,2
1116,31740,150,12
1116,31742,300,3
1116,31744,75,6
1116,31775,250,1
1116,31831,40,12
1116,31859,35,12
1116,31889,140,3
1117,31758,80,-2
1117,31789,20,-12
1118,31883,40,-8
1119,31665,20,-6
1120,31890,220,-2
1121,31641,20,6
1121,31653,25,6
1121,31694,25,6
1121,31699,20,6
1122,31742,300,3
1123,31749,160,3
1123,31751,260,3
1123,31778,220,3
1123,31724,65,2
1123,31739,300,3
1123,31889,140,1
1124,31646,20,24
1124,31655,25,12
1124,31679,20,12
1124,31684,25,24
1124,31693,20,12
1124,31694,25,12
1124,31720,65,6
1124,31721,65,6
1124,31725,65,12
1125,31669,10,12
1125,31859,35,6
1126,31669,10,24
1126,31786,20,12
1126,31679,20,12
1127,31642,20,12
1128,31733,65,6
1128,31753,65,4
1128,31829,20,6
1128,31741,75,3
1128,31777,65,3
1129,31703,20,12
1129,31736,20,12
1129,31641,20,12
1129,31642,20,12
1129,31653,25,12
1129,31667,20,12
1129,31668,20,12
1129,31677,20,12
1129,31690,20,12
1129,31691,20,12
1129,31728,30,12
1129,31784,25,24
1130,31671,25,6
1130,31736,20,12
1130,31642,20,12
1130,31653,25,12
1130,31655,25,12
1130,31689,20,6
1130,31690,20,12
1130,31728,30,6
1131,31669,10,24
1131,31642,20,12
1131,31653,25,12
1131,31657,20,12
1131,31690,20,12
1132,31720,65,3
1132,31721,65,3
1132,31725,65,6
1132,31726,65,3
1133,31671,25,6
1133,31743,150,2
1133,31750,80,2
1133,31751,260,2
1133,31721,65,2
1133,31726,65,2
1133,31732,400,1
1133,31740,150,2
1133,31889,140,3
1134,31736,20,24
1134,31786,20,12
1134,31640,20,12
1134,31641,20,6
1134,31642,20,24
1134,31655,25,12
1134,31666,20,12
1134,31691,20,6
1134,31693,20,12
1134,31694,25,12
1134,31784,25,12
1135,31740,150,6
1135,31741,75,6
1135,31765,30,6
1135,31917,35,2
1136,31671,25,12
1136,31734,130,6
1136,31736,20,12
1136,31737,110,6
1136,31743,150,6
1136,31749,160,6
1136,31751,260,3
1136,31752,130,6
1136,31778,220,6
1136,31805,80,3
1136,31673,50,12
1136,31684,25,12
1136,31705,20,6
1136,31720,65,3
1136,31721,65,3
1136,31724,65,3
1136,31725,65,3
1136,31726,65,6
1136,31728,30,12
1136,31732,400,3
1136,31740,150,6
1136,31758,80,3
1136,31831,40,6
1136,31889,140,3
1137,31716,50,6
1137,31735,260,2
1137,31737,110,6
1137,31748,80,2
1137,31778,220,6
1137,31928,80,2
1137,31673,50,12
1137,31729,60,6
1137,31742,300,2
1138,31671,25,24
1138,31720,65,6
1138,31775,250,6
1139,31703,20,6
1139,31736,20,6
1139,31642,20,24
1139,31646,20,12
1139,31653,25,6
1139,31684,25,6
1139,31688,20,12
1139,31690,20,6
1139,31701,20,6
1140,31671,25,6
1140,31738,50,6
1140,31723,20,6
1140,31729,60,3
1140,31759,20,3
1140,31766,15,6
1140,31917,35,3
1141,31642,20,12
1141,31646,20,6
1141,31649,35,6
1141,31650,20,6
1141,31651,20,12
1141,31653,25,36
1141,31655,25,12
1141,31657,20,24
1141,31659,20,12
1141,31661,20,6
1141,31677,20,6
1141,31684,25,36
1141,31686,20,12
1141,31690,20,12
1141,31693,20,6
1141,31694,25,12
1141,31702,20,24
1141,31718,25,6
1141,31719,25,6
1141,31728,30,12
1142,31924,600,2
1142,31718,25,12
1142,31720,65,3
1142,31721,65,3
1142,31742,300,2
1142,31775,250,6
1143,31735,260,6
1143,31751,260,2
1143,31778,220,6
1143,31824,80,3
1143,31875,80,3
1143,31677,20,12
1143,31732,400,1
1143,31775,250,6
1143,31784,25,24
1143,31791,30,12
1144,31716,50,2
1144,31735,260,1
1144,31749,160,1
1144,31751,260,1
1144,31778,220,3
1144,31899,300,1
1144,31708,60,2
1144,31731,200,1
1144,31732,400,1
1144,31739,300,1
1144,31740,150,1
1144,31742,300,1
1144,31775,250,1
1144,31818,50,12
1145,31716,50,3
1145,31737,110,4
1145,31750,80,2
1145,31778,220,1
1145,31813,40,6
1145,31899,300,2
1145,31708,60,3
1145,31739,300,1
1145,31859,35,3
1145,31917,35,3
1146,31923,150,3
1146,31926,25,6
1146,31720,65,2
1146,31721,65,2
1146,31724,65,2
1146,31725,65,6
1146,31917,35,6
1147,31716,50,3
1147,31743,150,3
1147,31750,80,3
1147,31875,80,2
1147,31768,80,2
1148,31669,10,24
1148,31778,220,3
1148,31700,35,6
1148,31790,25,12
1149,31736,20,12
1149,31887,50,6
1149,31706,30,6
1149,31718,25,24
1149,31719,25,6
1149,31723,20,12
1149,31912,50,6
1149,31917,35,6
1150,31671,25,24
1150,31735,260,3
1150,31749,160,3
1150,31778,220,6
1150,31824,80,3
1150,31833,50,3
1150,31706,30,6
1150,31718,25,12
1150,31720,65,6
1150,31721,65,6
1150,31724,65,6
1150,31725,65,6
1150,31732,400,3
1150,31740,150,6
1150,31742,300,3
1150,31746,70,6
1150,31775,250,3
1150,31831,40,12
1151,31759,20,12
1152,31718,25,24
1152,31723,20,48
1153,31669,10,12
1153,31671,25,6
1153,31703,20,12
1153,31704,20,12
1153,31736,20,12
1153,31639,20,12
1153,31640,20,12
1153,31641,20,12
1153,31642,20,12
1153,31644,20,12
1153,31646,20,12
1153,31649,35,12
1153,31650,20,12
1153,31651,20,12
1153,31653,25,12
1153,31655,25,12
1153,31657,20,12
1153,31659,20,12
1153,31665,20,12
1153,31666,20,12
1153,31667,20,12
1153,31674,20,12
1153,31676,20,6
1153,31677,20,12
1153,31679,20,12
1153,31684,25,12
1153,31686,20,6
1153,31687,20,6
1153,31688,20,6
1153,31689,20,12
1153,31690,20,12
1153,31691,20,12
1153,31692,25,6
1153,31693,20,12
1153,31694,25,12
1153,31697,20,6
1153,31699,20,6
1153,31700,35,6
1153,31701,20,6
1153,31728,30,12
1153,31784,25,12
1153,31927,25,12
1154,31736,20,6
1154,31728,30,12
1154,31784,25,12
1155,31734,130,3
1155,31735,260,3
1155,31737,110,3
1155,31743,150,3
1155,31751,260,3
1155,31752,130,3
1155,31778,220,3
1155,31805,80,3
1155,31813,40,3
1155,31824,80,3
1155,31832,40,3
1155,31833,50,3
1155,31869,40,3
1155,31870,110,3
1155,31718,25,6
1155,31719,25,6
1155,31724,65,3
1155,31728,30,3
1155,31732,400,3
1155,31739,300,3
1155,31740,150,3
1155,31742,300,3
1155,31746,70,3
1155,31758,80,3
1155,31776,125,3
1155,31831,40,3
1156,31669,10,24
1156,31703,20,12
1156,31704,20,12
1156,31736,20,24
1156,31786,20,12
1156,31641,20,12
1156,31646,20,24
1156,31659,20,12
1156,31665,20,12
1156,31666,20,12
1156,31674,20,12
1156,31688,20,12
1156,31689,20,12
1156,31694,25,12
1156,31702,20,12
1156,31706,30,12
1156,31728,30,24
1157,31669,10,12
1157,31704,20,12
1157,31640,20,12
1157,31641,20,6
1157,31642,20,36
1157,31643,50,12
1157,31647,60,12
1157,31651,20,12
1157,31653,25,24
1157,31657,20,12
1157,31677,20,12
1157,31679,20,6
1157,31684,25,12
1157,31700,35,12
1158,31671,25,48
1158,31738,50,36
1158,31820,40,24
1158,31828,20,24
1158,31829,20,24
1158,31844,15,36
1158,31887,50,1
1158,31741,75,24
1158,31744,75,24
1158,31759,20,36
1158,31760,40,6
1158,31762,80,4
1158,31766,15,36
1158,31772,30,7
1158,31777,65,36
1158,31819,20,36
1158,31827,15,36
1158,31912,50,12
1159,31669,10,24
1159,31704,20,6
1159,31736,20,6
1159,31738,50,6
1159,31886,60,6
1159,31653,25,6
1159,31655,25,6
1159,31694,25,6
1160,31733,65,6
1160,31734,130,6
1160,31737,110,6
1160,31646,20,6
1160,31653,25,6
1160,31657,20,6
1160,31684,25,6
1161,31752,130,6
1161,31646,20,12
1161,31653,25,6
1161,31657,20,12
1161,31659,20,6
1161,31674,20,12
1161,31684,25,12
1161,31688,20,12
1161,31690,20,12
1162,31734,130,6
1162,31738,50,6
1162,31743,150,6
1162,31750,80,6
1162,31869,40,6
1162,31641,20,6
1162,31642,20,6
1162,31646,20,6
1162,31653,25,6
1162,31666,20,6
1162,31690,20,6
1162,31693,20,6
1162,31700,35,6
1162,31740,150,6
1162,31776,125,6
1162,31801,20,6
1163,31671,25,12
1163,31734,130,3
1163,31737,110,6
1163,31738,50,6
1163,31752,130,6
1163,31832,40,6
1163,31833,50,6
1163,31870,110,3
1163,31721,65,4
1163,31740,150,4
1163,31765,30,12
1163,31776,125,6
1163,31831,40,6
1163,31859,35,6
1163,31917,35,6
1164,31738,50,6
1164,31923,150,6
1164,31730,100,6
1165,31669,10,12
1165,31671,25,12
1165,31703,20,6
1165,31734,130,6
1165,31736,20,12
1165,31737,110,6
1165,31743,150,6
1165,31750,80,6
1165,31752,130,6
1165,31778,220,3
1165,31832,40,6
1165,31899,300,3
1165,31657,20,6
1165,31659,20,6
1165,31679,20,6
1165,31700,35,6
1165,31718,25,12
1165,31719,25,12
1165,31720,65,6
1165,31721,65,6
1165,31725,65,3
1165,31728,30,12
1165,31740,150,6
1165,31742,300,3
1165,31776,125,6
1165,31783,20,6
1165,31831,40,6
1165,31859,35,12
1166,31736,20,6
1166,31926,25,6
1166,31646,20,6
1166,31689,20,6
1166,31718,25,6
1166,31719,25,6
1166,31728,30,6
1166,31776,125,6
1166,31789,20,6
1167,31899,300,2
1167,31641,20,6
1167,31642,20,12
1167,31643,50,6
1167,31655,25,6
1167,31663,20,6
1167,31674,20,6
1167,31679,20,6
1167,31691,20,6
1167,31694,25,12
1167,31699,20,6
1167,31739,300,1
1167,31742,300,1
1167,31758,80,2
1168,31734,130,6
1168,31735,260,3
1168,31743,150,6
1168,31749,160,3
1168,31750,80,6
1168,31720,65,3
1168,31721,65,3
1168,31725,65,3
1168,31726,65,3
1168,31730,100,6
1168,31732,400,3
1169,31736,20,12
1169,31738,50,6
1169,31640,20,6
1169,31642,20,12
1169,31651,20,12
1169,31655,25,12
1169,31657,20,6
1169,31674,20,6
1169,31676,20,6
1169,31684,25,6
1169,31693,20,6
1169,31694,25,6
1169,31784,25,24
1169,31812,20,6
1169,31927,25,6
1170,31734,130,3
1170,31735,260,3
1170,31737,110,3
1170,31743,150,3
1170,31751,260,3
1170,31752,130,3
1170,31778,220,3
1170,31805,80,3
1170,31813,40,3
1170,31824,80,3
1170,31832,40,3
1170,31833,50,3
1170,31869,40,3
1170,31870,110,3
1170,31890,220,3
1170,31718,25,6
1170,31719,25,6
1170,31724,65,3
1170,31731,200,3
1170,31732,400,3
1170,31739,300,3
1170,31740,150,3
1170,31742,300,3
1170,31746,70,3
1170,31758,80,3
1170,31775,250,3
1170,31776,125,3
1170,31831,40,3
1171,31735,260,3
1171,31751,260,2
1171,31875,80,3
1171,31775,250,2
1172,31778,220,3
1172,31786,20,6
1172,31645,50,6
1172,31646,20,6
1172,31647,60,6
1172,31684,25,6
1172,31693,20,6
1172,31701,20,6
1172,31728,30,6
1172,31742,300,2
1173,31749,160,3
1173,31751,260,1
1173,31778,220,3
1173,31775,250,2
1173,31783,20,6
1174,31737,110,3
1174,31647,60,3
1175,31669,10,48
1175,31671,25,48
1176,31735,260,3
1176,31749,160,3
1176,31751,260,3
1176,31778,220,3
1176,31786,20,6
1176,31824,80,2
1176,31875,80,2
1176,31924,600,2
1176,31928,80,3
1176,31641,20,6
1176,31651,20,6
1176,31653,25,12
1176,31655,25,6
1176,31684,25,6
1176,31697,20,6
1176,31699,20,6
1176,31732,400,3
1176,31739,300,3
1176,31742,300,3
1176,31766,15,12
1176,31812,20,6
1177,31640,20,6
1177,31641,20,12
1177,31642,20,12
1177,31645,50,6
1177,31646,20,12
1177,31649,35,6
1177,31650,20,6
1177,31657,20,12
1177,31665,20,6
1177,31677,20,6
1177,31689,20,6
1177,31692,25,6
1177,31784,25,12
1177,31812,20,6
1178,31641,20,6
1178,31651,20,6
1178,31694,25,6
1179,31734,130,3
1179,31735,260,1
1179,31737,110,3
1179,31743,150,6
1179,31749,160,3
1179,31750,80,3
1179,31752,130,3
1179,31778,220,3
1179,31824,80,1
1179,31899,300,3
1179,31924,600,2
1179,31732,400,1
1179,31739,300,1
1179,31740,150,3
1179,31742,300,3
1179,31758,80,2
1180,31736,20,48
1180,31737,110,12
1180,31738,50,48
1180,31743,150,12
1180,31725,65,12
1180,31741,75,12
1180,31742,300,3
1180,31744,75,12
1181,31736,20,6
1181,31679,20,6
1181,31684,25,6
1181,31687,20,6
1181,31688,20,6
1181,31693,20,6
1182,31733,65,2
1182,31753,65,2
1182,31786,20,3
1182,31741,75,2
1182,31777,65,2
1183,31751,260,3
1183,31752,130,2
1184,31736,20,12
1184,31642,20,12
1184,31650,20,6
1184,31653,25,12
1184,31655,25,6
1184,31657,20,12
1184,31666,20,6
1184,31677,20,6
1184,31684,25,6
1184,31686,20,6
1184,31690,20,6
1184,31691,20,6
1184,31694,25,12
1184,31697,20,6
1184,31784,25,12
1184,31812,20,12
1184,31814,25,12
1185,31673,50,36
1185,31720,65,6
1185,31721,65,6
1185,31724,65,12
1185,31725,65,12
1185,31726,65,12
1186,31671,25,48
1186,31735,260,6
1186,31748,80,3
1186,31749,160,6
1186,31751,260,6
1186,31752,130,6
1186,31778,220,12
1186,31832,40,6
1186,31928,80,3
1186,31642,20,12
1186,31643,60,12
1186,31646,20,12
1186,31647,60,6
1186,31651,20,12
1186,31659,20,12
1186,31673,50,12
1186,31684,25,12
1186,31690,20,12
1186,31693,20,12
1186,31700,35,12
1186,31720,65,6
1186,31721,65,6
1186,31724,65,6
1186,31732,400,3
1186,31742,300,6
1186,31775,250,6
1186,31776,125,6
1186,31784,25,12
1186,31789,20,24
1186,31791,30,12
1186,31818,50,12
1186,31831,40,6
1186,31917,35,6
1187,31669,10,6
1187,31703,20,3
1187,31733,65,3
1187,31753,65,3
1187,31641,20,3
1187,31642,20,3
1187,31644,20,3
1187,31646,20,3
1187,31663,20,3
1187,31677,20,3
1187,31679,20,3
1187,31684,25,3
1187,31690,20,3
1187,31691,20,3
1187,31693,20,3
1187,31744,75,3
1187,31759,20,12
1187,31784,25,3
1187,31814,25,3
1187,31927,25,3
1188,31710,50,6
1188,31912,50,3
1189,31743,150,6
1189,31723,20,12
1189,31744,75,6
1189,31776,125,12
1190,31737,110,3
1190,31743,150,6
1190,31899,300,3
1190,31718,25,24
1190,31719,25,12
1190,31739,300,3
1190,31740,150,3
1190,31742,300,3
1191,31642,20,12
1191,31644,20,12
1191,31646,20,12
1191,31651,20,12
1191,31657,20,12
1191,31687,20,12
1192,31700,35,50
1193,31736,20,12
1193,31641,20,6
1193,31642,20,6
1193,31684,25,6
1194,31703,20,12
1194,31734,130,6
1194,31737,110,12
1194,31752,130,6
1194,31640,20,12
1194,31646,20,12
1194,31647,60,6
1194,31653,25,24
1194,31655,25,12
1194,31656,60,12
1194,31666,20,12
1194,31667,20,12
1194,31676,20,12
1194,31677,20,12
1194,31679,20,12
1194,31686,20,12
1194,31690,20,24
1194,31693,20,12
1194,31700,35,12
1194,31701,20,6
1194,31702,20,12
1194,31708,60,4
1194,31728,30,12
1194,31880,30,12
1194,31927,25,12
1195,31642,20,36
1195,31646,20,12
1195,31647,60,6
1195,31694,25,12
1195,31784,25,6
1196,31669,10,12
1196,31671,25,12
1196,31733,65,6
1196,31729,60,6
1196,31741,75,3
1196,31744,75,3
1196,31918,20,12
1197,31703,20,12
1197,31736,20,36
1197,31640,20,12
1197,31641,20,12
1197,31642,20,24
1197,31646,20,24
1197,31651,20,6
1197,31655,25,12
1197,31659,20,12
1197,31684,25,36
1197,31688,20,12
1197,31690,20,12
1197,31693,20,12
1197,31700,35,6
1197,31718,25,24
1197,31719,25,12
1197,31728,30,36
1197,31784,25,12
1198,31751,260,3
1198,31778,220,3
1198,31890,220,3
1198,31640,20,6
1198,31641,20,6
1198,31646,20,6
1198,31657,20,6
1198,31677,20,6
1198,31689,20,6
1198,31691,20,6
1198,31693,20,6
1198,31706,30,6
1198,31739,300,3
1198,31742,300,3
1198,31802,85,6
1199,31669,10,12
1199,31671,25,12
1199,31736,20,12
1199,31738,50,12
1199,31636,50,12
1199,31639,20,12
1199,31640,20,12
1199,31641,20,12
1199,31642,20,12
1199,31644,20,12
1199,31646,20,12
1199,31647,60,12
1199,31651,20,6
1199,31655,25,12
1199,31657,20,12
1199,31659,20,12
1199,31661,20,12
1199,31665,20,6
1199,31666,20,6
1199,31667,20,12
1199,31668,20,6
1199,31674,20,12
1199,31676,20,12
1199,31679,20,6
1199,31684,25,24
1199,31688,20,6
1199,31690,20,12
1199,31691,20,6
1199,31692,25,6
1199,31694,25,6
1199,31697,20,6
1199,31699,20,6
1199,31723,20,12
1199,31728,30,6
1199,31729,60,6
1199,31759,20,6
1199,31801,20,6
1199,31927,25,12
1200,31708,60,12
1201,31671,25,6
1201,31703,20,12
1201,31736,20,24
1201,31737,110,6
1201,31738,50,12
1201,31786,20,12
1201,31636,50,6
1201,31640,20,12
1201,31641,20,24
1201,31642,20,12
1201,31643,60,6
1201,31644,20,12
1201,31646,20,12
1201,31647,60,12
1201,31649,35,6
1201,31650,20,12
1201,31659,20,6
1201,31666,20,6
1201,31667,20,6
1201,31674,20,6
1201,31676,20,6
1201,31677,20,12
1201,31679,20,24
1201,31684,25,6
1201,31686,20,6
1201,31689,20,6
1201,31690,20,24
1201,31691,20,6
1201,31693,20,12
1201,31701,20,6
1201,31728,30,12
1201,31729,60,12
1201,31730,100,6
1201,31784,25,12
1201,31927,25,12
1202,31671,25,6
1202,31736,20,12
1202,31738,50,24
1202,31642,20,12
1202,31653,25,12
1202,31657,20,12
1202,31667,20,6
1202,31677,20,6
1202,31689,20,6
1202,31690,20,6
1202,31700,35,6
1202,31741,75,3
1202,31744,75,3
1202,31784,25,12
1203,31700,35,12
1204,31737,110,6
1204,31708,60,3
1204,31731,200,6
1205,31704,20,6
1205,31736,20,24
1205,31738,50,24
1205,31646,20,6
1205,31653,25,12
1205,31657,20,12
1205,31667,20,6
1205,31684,25,12
1205,31693,20,12
1205,31700,35,12
1205,31765,30,6
1205,31766,15,12
1206,31639,20,6
1206,31644,20,6
1206,31646,20,6
1206,31784,25,6
1207,31782,550,2
1207,31792,200,2
1207,31794,650,2
1207,31795,750,2
1207,31798,650,2
1207,31924,600,3
1207,31775,250,4
1207,31796,750,2
1208,31669,10,48
1208,31736,20,12
1208,31646,20,12
1209,31671,25,36
1210,31671,25,6
1210,31749,160,2
1210,31778,220,2
1210,31673,50,3
1210,31684,25,6
1210,31720,65,3
1210,31721,65,3
1210,31726,65,3
1210,31739,300,2
1210,31742,300,2
1210,31758,80,3
1211,31737,110,6
1211,31752,130,3
1211,31778,220,2
1211,31718,25,30
1211,31719,25,20
1211,31723,20,48
1211,31775,250,3
1212,31709,120,3
1213,31703,20,6
1213,31641,20,6
1213,31674,20,6
1213,31688,20,6
1213,31691,20,6
1213,31783,20,6
1213,31801,20,6
1214,31666,20,12
1215,31736,20,6
1215,31639,20,6
1215,31641,20,6
1215,31665,20,6
1215,31667,20,6
1215,31728,30,6
1215,31812,20,12
1216,31636,50,6
1216,31642,20,12
1216,31643,60,6
1216,31647,60,6
1216,31700,35,18
1216,31718,25,50
1216,31784,25,6
1217,31671,25,12
1217,31786,20,6
1217,31700,35,12
1218,31786,20,6
1218,31820,40,6
1218,31828,20,6
1218,31829,20,6
1218,31723,20,6
1218,31728,30,6
1218,31777,65,6
1218,31789,20,12
1218,31859,35,6
1219,31671,25,12
1219,31738,50,6
1219,31749,160,2
1219,31751,260,2
1219,31778,220,3
1219,31824,80,1
1219,31639,20,6
1219,31640,20,6
1219,31642,20,12
1219,31651,20,6
1219,31653,25,6
1219,31657,20,6
1219,31673,50,12
1219,31677,20,6
1219,31684,25,6
1219,31691,20,6
1219,31720,65,3
1219,31721,65,3
1219,31728,30,6
1219,31758,80,3
1219,31775,250,2
1220,31736,20,6
1220,31738,50,6
1220,31744,75,6
1220,31777,65,6
1220,31831,40,6
1221,31749,160,6
1221,31751,260,6
1221,31778,220,12
1221,31875,80,3
1221,31928,80,6
1221,31732,400,1
1221,31742,300,3
1221,31889,140,6
1222,31671,25,12
1222,31639,20,6
1222,31640,20,6
1222,31642,20,6
1222,31651,20,6
1222,31684,25,12
1222,31693,20,6
1222,31694,25,12
1222,31726,65,6
1222,31727,20,6
1222,31810,60,6
1223,31737,110,6
1223,31718,25,12
1223,31719,25,12
1223,31720,65,6
1223,31721,65,6
1223,31724,65,3
1223,31726,65,3
1223,31740,150,6
1223,31776,125,6
1224,31636,50,12
1224,31639,20,12
1224,31647,60,12
1224,31649,35,12
1224,31655,25,12
1224,31694,25,6
1224,31699,20,4
1224,31700,35,4
1224,31784,25,6
1225,31651,20,12
1225,31676,20,12
1225,31812,20,12
1226,31743,150,3
1226,31748,80,3
1226,31752,130,2
1226,31870,110,2
1226,31718,25,50
1226,31731,200,2
1226,31776,125,3
1227,31671,25,24
1227,31737,110,12
1228,31671,25,6
1228,31734,130,6
1228,31737,110,6
1228,31750,80,6
